"gene"	"gene_cor"	"DIS3L2_p"	"gene_selected"	"genome_alignment"	"avg_pos"	"chromosome_name"
"RFESD"	0.106539878466156	2.61504690185344	"DIS3L2"	"chr5"	95654660.75	5
"PRRX1"	-0.106539796124335	2.61504351024156	"DIS3L2"	"chr1"	170664365	1
"LRRK1"	0.106537487812242	2.61494843313704	"DIS3L2"	"chr15"	101017787.5	15
"SCG3"	0.106528672950798	2.61458537422448	"DIS3L2"	"chr15"	51693165.75	15
"BNIP3"	0.106524450209908	2.61441146091175	"DIS3L2"	"chr10"	131975875.5	10
"ULK4"	0.106523788614423	2.61438421368987	"DIS3L2"	"chr3"	41917413.25	3
"CDKN2B"	-0.106517030536639	2.61410589673293	"DIS3L2"	"chr9"	22008890.25	9
"VCL"	0.106490935390293	2.61303136881404	"DIS3L2"	"chr10"	74041464	10
"ZNF611"	0.106485427738434	2.61280460792314	"DIS3L2"	"chr19"	52706391.2	19
"REG4"	0.106451345376793	2.61140159773107	"DIS3L2"	"chr1"	119805901	1
"DDR1"	0.106440765810404	2.61096616663741	"DIS3L2"	"chr6"	30890980.75	6
"FBXO11"	-0.1071922013253	2.60909635124311	"DIS3L2"	"chr2"	47828156.5	2
"PSEN2"	0.106361589929233	2.60770866590524	"DIS3L2"	"chr1"	226885524	1
"HIST1H3F"	0.106329882661267	2.60640474044418	"DIS3L2"	"chr6"	26250477.5	6
"OCM"	0.106315742991857	2.60582337201354	"DIS3L2"	"chr7"	5882148.25	7
"PCMT1"	0.106307454302381	2.60548260459757	"DIS3L2"	"chr6"	149749879.5	6
"OR10Q1"	-0.106302960385485	2.6052978588585	"DIS3L2"	"chr11"	58228679.25	11
"STEAP2"	0.106300765076506	2.60520761178724	"DIS3L2"	"chr7"	90225818	7
"RNASEH2B"	0.106286430947411	2.60461838932732	"DIS3L2"	"chr13"	50929314.25	13
"APOBEC3G"	-0.106221217317311	2.60193857654745	"DIS3L2"	"chr22"	39080214.5714286	22
"PLEKHG7"	0.106145253739178	2.59881882825531	"DIS3L2"	"chr12"	92746660.5	12
"CAPN13"	-0.106082452395774	2.59624111069603	"DIS3L2"	"chr2"	30765963.25	2
"DCAKD"	0.105969093321506	2.59159159183069	"DIS3L2"	"chr17"	45032911.3333333	17
"UBE2D3"	0.105946057112295	2.5906472723124	"DIS3L2"	"chr4"	102806202.25	4
"C6orf120"	0.105917750445105	2.589487147003	"DIS3L2"	"chr6"	169702545.75	6
"JAM3"	0.105911345008873	2.58922466301955	"DIS3L2"	"chr11"	134123637.25	11
"ECHDC1"	0.105909939523505	2.5891670704497	"DIS3L2"	"chr6"	127327081.25	6
"CST9L"	0.105898516929455	2.58869903156881	"DIS3L2"	"chr20"	23568344.25	20
"SPHAR"	0.105833768398269	2.58604680341462	"DIS3L2"	"chr1"	229305137	1
"PGF"	-0.105810885980703	2.58510983252825	"DIS3L2"	"chr14"	74950923.25	14
"C19orf53"	0.105796993533769	2.58454106193532	"DIS3L2"	"chr19"	13774545.25	19
"PAFAH2"	0.105721448808164	2.58144932545621	"DIS3L2"	"chr1"	25988142.75	1
"WBP4"	0.105683176186964	2.57988371843884	"DIS3L2"	"chr13"	41068863.5	13
"PTPN18"	0.105641188693421	2.57816671658045	"DIS3L2"	"chr2"	130363216.25	2
"MRPS26"	-0.105590406195475	2.57609085358929	"DIS3L2"	"chr20"	3046296.25	20
"FADS2"	0.105538647302191	2.57397597297909	"DIS3L2"	"chr11"	61839117	11
"FKBP15"	0.105439624309464	2.56993238766619	"DIS3L2"	"chr9"	113199637.5	9
"SCGN"	0.105431844733963	2.56961485024814	"DIS3L2"	"chr6"	25656847.25	6
"SUMO4"	0.105400968895082	2.56835479835914	"DIS3L2"	"chr6"	149400465.6	6
"SGF29"	-0.106185327192944	2.56814596517322	"DIS3L2"	"chr16"	28588356.75	16
"BRD9"	-0.106152845267522	2.56683051150345	"DIS3L2"	"chr5"	887990	5
"CLDN20"	0.105355918777516	2.56651686669463	"DIS3L2"	"chr6"	155275889.5	6
"LURAP1L"	0.105323893072024	2.56521071443659	"DIS3L2"	"chr9"	12775901.6666667	9
"BMP6"	-0.105315460899957	2.56486687005345	"DIS3L2"	"chr6"	7786283.25	6
"GPR155"	0.105291931264872	2.56390751297363	"DIS3L2"	"chr2"	174474326	2
"MRPS23"	-0.105280389178327	2.56343698391677	"DIS3L2"	"chr17"	57849650.25	17
"ZNF789"	0.105274755366408	2.56320733012337	"DIS3L2"	"chr7"	99477279	7
"TMTC1"	0.105273825402093	2.56316942256817	"DIS3L2"	"chr12"	29693513.75	12
"ATRX"	0.107190431642033	2.55961901358838	"DIS3L2"	"chrX"	77686440.75	24
"FAM102A"	0.105129152834723	2.55727577507881	"DIS3L2"	"chr9"	127948132	9
"PATL1"	-0.105083311411816	2.55540976638861	"DIS3L2"	"chr11"	59657096	11
"NRG3"	-0.105081027220143	2.55531680521662	"DIS3L2"	"chr10"	82388660.5	10
"OR6B3"	0.105049175224969	2.55402068792173	"DIS3L2"	"chr2"	240045957.25	2
"AK7"	-0.105028150425189	2.55316533678182	"DIS3L2"	"chr14"	96410465	14
"PCED1A"	-0.105006930615275	2.55230220308156	"DIS3L2"	"chr20"	2838722	20
"WISP3"	0.10499776602724	2.55192947263243	"DIS3L2"	"chr6"	112062095	6
"APBB1IP"	0.104947631311355	2.54989095818712	"DIS3L2"	"chr10"	26507425.5	10
"TOP1"	0.105700151832843	2.54853380815375	"DIS3L2"	"chr20"	41080533.75	20
"ZNF692"	0.104912319528413	2.54845566339292	"DIS3L2"	"chr1"	248857387	1
"SHISA2"	-0.104890662313925	2.54757558468537	"DIS3L2"	"chr13"	26049825.75	13
"OR1L6"	0.10483986709107	2.5455120520557	"DIS3L2"	"chr9"	122750027.75	9
"MZB1"	0.104836868322496	2.5453902556288	"DIS3L2"	"chr5"	139389166.75	5
"KPNA4"	0.1048260954281	2.54495273433336	"DIS3L2"	"chr3"	160547487.75	3
"MRPL57"	-0.104790014451923	2.54348765656064	"DIS3L2"	"chr13"	21176981.25	13
"PLXDC1"	0.104780710411709	2.54310993461427	"DIS3L2"	"chr17"	39124220.75	17
"PFAS"	-0.104775957365384	2.54291698346881	"DIS3L2"	"chr17"	8259888.25	17
"RGS9BP"	-0.104667733027518	2.53852564750734	"DIS3L2"	"chr19"	32676514.5	19
"HDAC10"	-0.105444564400343	2.5382336812279	"DIS3L2"	"chr22"	50249644.25	22
"CLCN6"	-0.10463293578303	2.53711454443365	"DIS3L2"	"chr1"	11815232	1
"MRPS14"	-0.104621770528327	2.53666185575865	"DIS3L2"	"chr1"	175020925.5	1
"RASSF8"	0.104598785664802	2.53573008016486	"DIS3L2"	"chr12"	26062369.5	12
"NEDD9"	0.104585186296077	2.53517886372931	"DIS3L2"	"chr6"	11213585.25	6
"GLE1"	-0.104541531286442	2.53340983777651	"DIS3L2"	"chr9"	128514339	9
"NOVA1"	0.104536821376407	2.53321901708928	"DIS3L2"	"chr14"	26596455.75	14
"SLC5A1"	-0.104533370321596	2.53307920331049	"DIS3L2"	"chr22"	32084719.5	22
"MMP28"	0.104531580197618	2.53300668097725	"DIS3L2"	"chr17"	35787271	17
"CEP63"	0.104481190080434	2.53096569579798	"DIS3L2"	"chr3"	134527554	3
"NKTR"	0.104479267244605	2.53088783080372	"DIS3L2"	"chr3"	42636253.5	3
"GOLGA6B"	-0.104422612076059	2.52859414553256	"DIS3L2"	"chr15"	72660584.4285714	15
"OR52K2"	0.104420217127746	2.52849720982161	"DIS3L2"	"chr11"	4449428.75	11
"AMFR"	-0.104391720666038	2.52734396158085	"DIS3L2"	"chr16"	56416652.75	16
"ZC3HC1"	0.104376738930486	2.52673776224936	"DIS3L2"	"chr7"	130037168.5	7
"VENTX"	0.104366682265523	2.52633088624743	"DIS3L2"	"chr10"	133238891.75	10
"FAM161A"	0.10433693497974	2.52512755962662	"DIS3L2"	"chr2"	61843763.75	2
"LTA"	0.104315353636866	2.52425474524753	"DIS3L2"	"chr6"	31573099.75	6
"DDX18"	0.104293521165475	2.52337193398286	"DIS3L2"	"chr2"	117820162.25	2
"SCYL2"	0.104290304363697	2.52324187391092	"DIS3L2"	"chr12"	100309929	12
"CCNE2"	0.104287444798661	2.52312626037482	"DIS3L2"	"chr8"	94893768.25	8
"ARL5A"	0.104268898072024	2.52237647445329	"DIS3L2"	"chr2"	151813786.25	2
"FAM83E"	0.104262075020095	2.52210066901622	"DIS3L2"	"chr19"	48611981.25	19
"LCE2B"	0.104254697116177	2.52180245265449	"DIS3L2"	"chr1"	152686940	1
"UQCRFS1"	-0.104249369255861	2.52158711085883	"DIS3L2"	"chr19"	29209326.25	19
"OR6C74"	0.104246285025944	2.52146245662438	"DIS3L2"	"chr12"	55247593.75	12
"EFNA3"	0.104208430446516	2.51993276218031	"DIS3L2"	"chr1"	155082080.75	1
"CAMK1"	0.104201110663915	2.51963702716484	"DIS3L2"	"chr3"	9763790.25	3
"ACTBL2"	-0.104189707279552	2.51917634174803	"DIS3L2"	"chr5"	57482414.75	5
"TMEM117"	0.104182923006318	2.51890228459961	"DIS3L2"	"chr12"	44121980.25	12
"SCAF11"	0.104182337250051	2.51887862314625	"DIS3L2"	"chr12"	45929004.25	12
"NDUFC2"	-0.104170414703768	2.51839704046225	"DIS3L2"	"chr11"	78079674.4	11
"TFPI"	0.104168338967799	2.51831320097111	"DIS3L2"	"chr2"	187498196.25	2
"SPINK6"	0.104156276665456	2.51782603027675	"DIS3L2"	"chr5"	148206553.5	5
"AQP4"	0.104155597074836	2.51779858451628	"DIS3L2"	"chr18"	26862454.5	18
"RRP36"	0.10413332858991	2.51689934156218	"DIS3L2"	"chr6"	43021721.6666667	6
"SERF2"	0.104130244174483	2.51677480027054	"DIS3L2"	"chr15"	43793040.25	15
"SUPV3L1"	-0.104067993413361	2.51426194817067	"DIS3L2"	"chr10"	69191266	10
"RTL8B"	0.105297913322525	2.5137561004762	"DIS3L2"	"chrX"	135022358	24
"BSPH1"	0.104030595158521	2.51275293436789	"DIS3L2"	"chr19"	47983482.3333333	19
"NDFIP1"	0.103978357617296	2.51064594525569	"DIS3L2"	"chr5"	142132089.25	5
"FGFR1OP2"	0.103951718157437	2.50957180223975	"DIS3L2"	"chr12"	26956006.75	12
"LINGO2"	-0.103939345105702	2.50907298340269	"DIS3L2"	"chr9"	27950247.75	9
"TMEM208"	-0.103928940295128	2.50865355394904	"DIS3L2"	"chr16"	67227723.75	16
"HAUS3"	0.103925009887999	2.50849512435448	"DIS3L2"	"chr4"	2240451.75	4
"LRRC17"	-0.103864085906859	2.5060400224754	"DIS3L2"	"chr7"	102934162.75	7
"NPS"	-0.103848237278515	2.5054015623724	"DIS3L2"	"chr10"	127549494	10
"BRD2"	0.104619659532539	2.50513804178915	"DIS3L2"	"chr6"	32975281	6
"HIST1H3I"	0.103835661785428	2.50489502024065	"DIS3L2"	"chr6"	27872158	6
"SLC26A1"	-0.103834642992682	2.50485398549487	"DIS3L2"	"chr4"	991574	4
"ITSN1"	-0.103826860651705	2.50454054132175	"DIS3L2"	"chr21"	33743095.25	21
"NDUFA6"	-0.103816900396184	2.50413940844854	"DIS3L2"	"chr22"	42090654.25	22
"MRPL47"	-0.103816502732312	2.50412339388422	"DIS3L2"	"chr3"	179597493.75	3
"CYC1"	-0.103797938703607	2.50337584974957	"DIS3L2"	"chr8"	144096139.25	8
"CATSPER1"	-0.103778032661738	2.50257439362557	"DIS3L2"	"chr11"	66025898.25	11
"PPP2R3C"	-0.103774289562343	2.50242370401724	"DIS3L2"	"chr14"	35113433	14
"ISL1"	-0.103740686680214	2.50107113096871	"DIS3L2"	"chr5"	51386875.25	5
"DCST1"	-0.103731087562324	2.50068481990253	"DIS3L2"	"chr1"	155040275.75	1
"FAM19A4"	0.103708716453634	2.49978462754018	"DIS3L2"	"chr3"	68816857	3
"WNT1"	0.103706002186393	2.49967541942769	"DIS3L2"	"chr12"	48980312.5	12
"C1orf146"	-0.103668988034663	2.49818640811233	"DIS3L2"	"chr1"	92237344.25	1
"MALSU1"	-0.103644127589618	2.49718657667774	"DIS3L2"	"chr7"	23299479.5	7
"TFF1"	-0.103637953088094	2.4969382842647	"DIS3L2"	"chr21"	42364159.25	21
"MRPS9"	-0.103549582045602	2.49338606427681	"DIS3L2"	"chr2"	105038153	2
"PCSK1N"	0.104742777546824	2.49166735093963	"DIS3L2"	"chrX"	48833064.5	24
"RIOK2"	-0.103488657738632	2.49093863994274	"DIS3L2"	"chr5"	97178307.75	5
"EAF1"	0.103378008989595	2.48649689770595	"DIS3L2"	"chr3"	15429996.25	3
"KHDC3L"	0.103371264724396	2.48622629756779	"DIS3L2"	"chr6"	73362900.5	6
"IL1RL1"	0.10336686208139	2.48604965857795	"DIS3L2"	"chr2"	102339547.25	2
"TRIM63"	0.103341054887355	2.48501437591994	"DIS3L2"	"chr1"	26065384.25	1
"MVD"	-0.103306456885209	2.48362679191421	"DIS3L2"	"chr16"	88657397.25	16
"BYSL"	-0.103291131724117	2.48301229108161	"DIS3L2"	"chr6"	41927421.5	6
"FLYWCH2"	0.103269921486122	2.48216194349736	"DIS3L2"	"chr16"	2896616.25	16
"LY6G5C"	0.103244913164671	2.4811595197099	"DIS3L2"	"chr6"	31679746.5	6
"PRR23C"	0.103201535595196	2.47942128849003	"DIS3L2"	"chr3"	139044440.5	3
"RTKN"	0.103170200357203	2.47816601230499	"DIS3L2"	"chr2"	74429550	2
"JADE2"	0.103932172042846	2.47772800373996	"DIS3L2"	"chr5"	134552967	5
"LRP1"	0.103141948157311	2.47703452407984	"DIS3L2"	"chr12"	57166549	12
"OR51I2"	0.103112129753823	2.47584060092841	"DIS3L2"	"chr11"	5453633.75	11
"ESCO1"	0.103106543808864	2.47561697398108	"DIS3L2"	"chr18"	21574230.75	18
"STK16"	0.103086753474478	2.4748247748202	"DIS3L2"	"chr2"	219246657.5	2
"TUBA1B"	0.103006387589971	2.47160911244231	"DIS3L2"	"chr12"	49129481.25	12
"NDUFAF7"	-0.102990812946471	2.4709861786049	"DIS3L2"	"chr2"	37241386.5	2
"FADS6"	0.102987383138118	2.47084900864616	"DIS3L2"	"chr17"	74890332.25	17
"LIFR"	-0.102985361743753	2.47076816790905	"DIS3L2"	"chr5"	38521738.25	5
"FAM129A"	-0.102945945379183	2.46919208081506	"DIS3L2"	"chr1"	184852571.5	1
"DDX11"	0.102944274404131	2.46912527739873	"DIS3L2"	"chr12"	31086456.25	12
"RIOX2"	0.10369997543182	2.46850571689526	"DIS3L2"	"chr3"	97963915	3
"FOXN3"	-0.102915606748465	2.46797932772494	"DIS3L2"	"chr14"	89412350.25	14
"SCO1"	-0.10289897750123	2.46731472316239	"DIS3L2"	"chr17"	10697394.5	17
"RAD51AP1"	0.10288914883178	2.46692195418028	"DIS3L2"	"chr12"	4545807.75	12
"ZNF280C"	0.104062018744799	2.46471825649261	"DIS3L2"	"chrX"	130238586.75	24
"EXO1"	0.10282880249232	2.46451113118353	"DIS3L2"	"chr1"	241855644.75	1
"MYOZ2"	0.102820021394639	2.46416043016834	"DIS3L2"	"chr4"	119152732.5	4
"TULP3"	-0.10280931873561	2.46373302050662	"DIS3L2"	"chr12"	2926364.5	12
"CFLAR"	0.102787282718458	2.46285313538259	"DIS3L2"	"chr2"	201130041.75	2
"RASSF4"	-0.102737404940028	2.46086214731722	"DIS3L2"	"chr10"	44980463.75	10
"B9D1"	0.102699070677466	2.45933251326277	"DIS3L2"	"chr17"	19358480	17
"ENPP5"	0.102661766516454	2.45784445645339	"DIS3L2"	"chr6"	46168064	6
"DUPD1"	-0.102633794309773	2.45672895620701	"DIS3L2"	"chr10"	75051189.75	10
"INTS12"	0.103388877483408	2.45617762968783	"DIS3L2"	"chr4"	105692940.25	4
"PPP1R3B"	-0.10261042200865	2.45579709643354	"DIS3L2"	"chr8"	9141509.5	8
"PPM1B"	0.102576400362934	2.45444097218334	"DIS3L2"	"chr2"	44218933.5	2
"CNPY2"	0.102487978661278	2.45091824414492	"DIS3L2"	"chr12"	56314232.5	12
"WASHC4"	0.102462476710655	2.44990273175898	"DIS3L2"	"chr12"	105126149	12
"LIN7A"	0.102444162510407	2.44917357719212	"DIS3L2"	"chr12"	80937683.25	12
"OR4C46"	0.102438698437071	2.44895605446336	"DIS3L2"	"chr11"	54603790.5	11
"SLC39A1"	0.102424145932804	2.44837677354668	"DIS3L2"	"chr1"	153962157.25	1
"GPS1"	-0.102410380047326	2.44782887038983	"DIS3L2"	"chr17"	82053723.75	17
"BSN"	-0.102372732051042	2.44633074765906	"DIS3L2"	"chr3"	49645817	3
"DAD1"	-0.102365910693164	2.44605935697399	"DIS3L2"	"chr14"	22589063.5	14
"LRRC47"	0.102352070635586	2.44550877224244	"DIS3L2"	"chr1"	3795968.75	1
"ECEL1"	0.102281188067623	2.44268993151448	"DIS3L2"	"chr2"	232485911.5	2
"CNOT6L"	0.102220439773708	2.44027544933801	"DIS3L2"	"chr4"	77759765.25	4
"RPL41"	0.102149980392512	2.43747654383963	"DIS3L2"	"chr12"	56117073.5	12
"TFF3"	-0.102141057561416	2.43712221498597	"DIS3L2"	"chr21"	42315328.5	21
"SDS"	-0.102129993344741	2.4366828880181	"DIS3L2"	"chr12"	113399020	12
"CLCC1"	0.102126980485933	2.43656326351364	"DIS3L2"	"chr1"	108946346.5	1
"RFPL4A"	0.102123088462063	2.43640873657439	"DIS3L2"	"chr19"	55762081	19
"ZC3H7A"	0.102095260996673	2.43530403702718	"DIS3L2"	"chr16"	11775684.75	16
"LHB"	0.102092049474235	2.43517656216689	"DIS3L2"	"chr19"	49016558.75	19
"EPM2AIP1"	0.102089030794109	2.43505674494394	"DIS3L2"	"chr3"	36992603	3
"GPR82"	-0.103294591268201	2.43452054187676	"DIS3L2"	"chrX"	41727288.25	24
"CLEC12B"	0.102067879625361	2.4342173000729	"DIS3L2"	"chr12"	10012724.5	12
"DBNDD1"	0.102058674865684	2.43385202960176	"DIS3L2"	"chr16"	90011735.75	16
"UMODL1"	-0.102055399660149	2.43372206718789	"DIS3L2"	"chr21"	42107435	21
"ZNF580"	0.102046189738577	2.43335663042884	"DIS3L2"	"chr19"	55642643.75	19
"GAD2"	-0.102034175821663	2.43287997782129	"DIS3L2"	"chr10"	26224868	10
"ARHGEF9"	0.103248600846009	2.43271698404658	"DIS3L2"	"chrX"	63684349.25	24
"TSFM"	-0.102027690868081	2.43262270715584	"DIS3L2"	"chr12"	57783021	12
"BCL2L13"	0.102005508351411	2.43174279038189	"DIS3L2"	"chr22"	17664088.75	22
"TAOK2"	-0.10200232345874	2.43161646837505	"DIS3L2"	"chr16"	29979220.25	16
"MTIF2"	-0.101966054955783	2.43017819508392	"DIS3L2"	"chr2"	55258704.75	2
"KCNT2"	-0.101940202150375	2.42915323866529	"DIS3L2"	"chr1"	196428728.75	1
"TRIM10"	0.101894964122414	2.42736027774055	"DIS3L2"	"chr6"	30160220.25	6
"NFKBID"	0.101828026652604	2.42470854120747	"DIS3L2"	"chr19"	35896849.75	19
"EPOP"	0.101820651518971	2.42441646619286	"DIS3L2"	"chr17"	38674207.25	17
"INAFM1"	0.101799049300992	2.42356106550343	"DIS3L2"	"chr19"	47275027.5	19
"UQCRQ"	-0.101770618563635	2.42243550874372	"DIS3L2"	"chr5"	132866932	5
"MOGAT1"	0.101763705406245	2.42216186171308	"DIS3L2"	"chr2"	222680348	2
"SRSF9"	0.10250633511729	2.421378721175	"DIS3L2"	"chr12"	120468538.5	12
"MRPL54"	-0.101724349414526	2.42060431860192	"DIS3L2"	"chr19"	3763982.75	19
"USP7"	0.102477976590212	2.42026480452669	"DIS3L2"	"chr16"	8924325.5	16
"FAM193A"	-0.101679938310367	2.41884733899333	"DIS3L2"	"chr4"	2666502.66666667	4
"SLC16A14"	0.101674845345258	2.41864589478693	"DIS3L2"	"chr2"	230051312.75	2
"ESPNL"	0.101643399125782	2.41740228167165	"DIS3L2"	"chr2"	238113233.25	2
"MARK2"	0.101627800548767	2.41678552300126	"DIS3L2"	"chr11"	63899990.5	11
"GABRD"	0.10161782429715	2.41639111055755	"DIS3L2"	"chr1"	2028071.75	1
"OR9I1"	0.101558859925217	2.41406062726404	"DIS3L2"	"chr11"	58119229.6666667	11
"DOK3"	0.101537969813409	2.41323525464742	"DIS3L2"	"chr5"	177507197	5
"PCDHGB1"	-0.101516955855748	2.41240513636881	"DIS3L2"	"chr5"	141350541.25	5
"POMZP3"	0.101511602577045	2.41219368844938	"DIS3L2"	"chr7"	76625930.75	7
"SUCLA2"	-0.101480330215684	2.41095866053009	"DIS3L2"	"chr13"	47985048.25	13
"STIM2"	-0.101472314003945	2.41064213196974	"DIS3L2"	"chr4"	26946678.75	4
"CRCP"	-0.101439595254986	2.40935042096197	"DIS3L2"	"chr7"	66148857.5	7
"MRGPRX1"	0.10142258719657	2.40867909757519	"DIS3L2"	"chr11"	18934574.75	11
"HCCS"	-0.102613274156056	2.40787294319255	"DIS3L2"	"chrX"	11115442	24
"TYSND1"	0.101382340270652	2.40709090109786	"DIS3L2"	"chr10"	70146378	10
"CTSG"	-0.101368181362499	2.40653230102767	"DIS3L2"	"chr14"	24574821.75	14
"SLC25A26"	-0.101364781024036	2.40639816019542	"DIS3L2"	"chr3"	66287908.75	3
"GLIPR1L2"	0.101354573798961	2.40599551599217	"DIS3L2"	"chr12"	75391281.5	12
"TAS2R9"	0.10134674086459	2.40568655405148	"DIS3L2"	"chr12"	10809778.25	12
"OR2K2"	0.101320959660816	2.4046697864391	"DIS3L2"	"chr9"	111328088	9
"NDUFA1"	-0.102518140171205	2.40416416672837	"DIS3L2"	"chrX"	119871937.5	24
"NAP1L2"	-0.103159111722011	2.40108137759321	"DIS3L2"	"chrX"	73214192.5	24
"SPNS1"	0.101133256017859	2.39727377811954	"DIS3L2"	"chr16"	28975289.25	16
"ZMYND11"	-0.101881452399234	2.39689501116627	"DIS3L2"	"chr10"	226683.5	10
"INPP1"	0.101095440000523	2.39578515717959	"DIS3L2"	"chr2"	190368568.5	2
"SIM1"	0.101056025236512	2.39423411141605	"DIS3L2"	"chr6"	100434996.5	6
"IQCB1"	0.100996021093606	2.39187383305577	"DIS3L2"	"chr3"	121828124.5	3
"NOL12"	-0.100990458158084	2.39165507460831	"DIS3L2"	"chr22"	37686922.75	22
"NFATC2IP"	0.100938657057352	2.38961853081779	"DIS3L2"	"chr16"	28951698.75	16
"MTERF2"	0.100931832255769	2.38935028287675	"DIS3L2"	"chr12"	106978384.75	12
"SLC28A1"	0.100834943547435	2.38554376633445	"DIS3L2"	"chr15"	84889381.3333333	15
"HSD17B10"	-0.102027353306489	2.3850780000334	"DIS3L2"	"chrX"	53432348.25	24
"MASP2"	-0.100818414487561	2.38489469434819	"DIS3L2"	"chr1"	11046914.5	1
"TMEM161A"	0.100781014615047	2.38342639356867	"DIS3L2"	"chr19"	19127194.25	19
"APEX1"	0.101536149955748	2.38342089936379	"DIS3L2"	"chr14"	20455907.25	14
"ELL3"	0.101531346590234	2.38323374369324	"DIS3L2"	"chr15"	43776388	15
"MRPL13"	-0.100775392434701	2.38320570997557	"DIS3L2"	"chr8"	120439236	8
"CHRND"	0.100759285953626	2.38257355186192	"DIS3L2"	"chr2"	232528544	2
"P3H4"	0.100738959296614	2.3817758813137	"DIS3L2"	"chr17"	41811272.75	17
"FTO"	0.101485182803533	2.3814354314745	"DIS3L2"	"chr16"	53826157	16
"NUB1"	0.100671831682907	2.37914260239366	"DIS3L2"	"chr7"	151349921.25	7
"SLC26A10"	0.100664240942626	2.37884492806373	"DIS3L2"	"chr12"	57621058.5	12
"LDHA"	0.100662288837202	2.37876837847851	"DIS3L2"	"chr11"	18399540.5	11
"LAMB4"	0.10064617705817	2.37813662214438	"DIS3L2"	"chr7"	108099287.75	7
"DARS2"	-0.100623791660215	2.37725901611386	"DIS3L2"	"chr1"	173830308.5	1
"OSTM1"	0.100606420008481	2.37657808650235	"DIS3L2"	"chr6"	108074391	6
"EFCAB13"	0.100576109552791	2.37539022665932	"DIS3L2"	"chr17"	47352287.25	17
"SLC38A2"	0.100561242987556	2.37480772169139	"DIS3L2"	"chr12"	46369414.75	12
"MCUB"	0.100539434935539	2.37395336765457	"DIS3L2"	"chr4"	109660690	4
"FAM193B"	0.100490798202985	2.37204854402064	"DIS3L2"	"chr5"	177542327.25	5
"TAS2R31"	0.100446894949617	2.3703297832067	"DIS3L2"	"chr12"	11031113.4	12
"CCDC93"	0.10043864247497	2.37000678048842	"DIS3L2"	"chr2"	117995449.75	2
"MTFMT"	-0.100397296967619	2.36838885590945	"DIS3L2"	"chr15"	65025346.25	15
"GPR137"	0.100380849052036	2.36774537812668	"DIS3L2"	"chr11"	64286757	11
"TICAM2"	0.10037981666324	2.36770499187705	"DIS3L2"	"chr5"	115581076.75	5
"SAR1B"	0.1003529159141	2.36665278105193	"DIS3L2"	"chr5"	134623261.25	5
"CXorf40A"	0.101530700204912	2.36584388706592	"DIS3L2"	"chrX"	149545748	24
"OR5I1"	0.100323302644864	2.36549475101263	"DIS3L2"	"chr11"	55936123.3333333	11
"OR2AP1"	0.100308287974887	2.36490771277268	"DIS3L2"	"chr12"	55574542.5	12
"SLC30A10"	-0.100302558016793	2.36468370477567	"DIS3L2"	"chr1"	219928152.25	1
"R3HDM2"	0.100299338140991	2.36455783119808	"DIS3L2"	"chr12"	57284359.75	12
"CCL24"	0.100282895737685	2.36391510761704	"DIS3L2"	"chr7"	75813447.5	7
"RBM41"	0.101456304965014	2.36296969054154	"DIS3L2"	"chrX"	107115952.25	24
"ALDH1L1"	-0.100234758922173	2.36203398833056	"DIS3L2"	"chr3"	126154352.75	3
"KLK11"	-0.100234036269275	2.36200575397029	"DIS3L2"	"chr19"	51024498.5	19
"SLC9A3R1"	0.100232720235519	2.36195433641251	"DIS3L2"	"chr17"	74752336.25	17
"CTSB"	-0.100207152641694	2.36095552310464	"DIS3L2"	"chr8"	11852753.75	8
"ZNF44"	-0.100192064281537	2.36036618984726	"DIS3L2"	"chr19"	12274420.3333333	19
"PPP1R15B"	-0.100169055017666	2.35946762210532	"DIS3L2"	"chr1"	204410891.75	1
"CPAMD8"	-0.100160797681615	2.35914519619198	"DIS3L2"	"chr19"	17005245	19
"EIF3D"	-0.100081074545556	2.35603340261777	"DIS3L2"	"chr22"	36522390.5	22
"GNRH2"	0.100065136301959	2.35541154787346	"DIS3L2"	"chr20"	3044548.25	20
"CNOT7"	0.100056160203456	2.35506136914933	"DIS3L2"	"chr8"	17242165.25	8
"PYGB"	0.100039079629113	2.35439509012451	"DIS3L2"	"chr20"	25276734.25	20
"TIPIN"	0.100007694825971	2.35317108593049	"DIS3L2"	"chr15"	66352521.25	15
"WDR20"	-0.100005004673189	2.35306618555724	"DIS3L2"	"chr14"	102139982	14
"SSH2"	-0.100001329627455	2.35292288397347	"DIS3L2"	"chr17"	29660914	17
"DENND2C"	0.0999946688083626	2.35266316920556	"DIS3L2"	"chr1"	114619672.75	1
"DOCK8"	-0.0999843747437535	2.35226181821315	"DIS3L2"	"chr9"	316174.2	9
"PRCP"	0.09997338182545	2.35183325900457	"DIS3L2"	"chr11"	82876017	11
"NPFFR2"	0.0999720529147814	2.3517814541232	"DIS3L2"	"chr4"	72135615.75	4
"CALML4"	0.0999701783966633	2.3517083808477	"DIS3L2"	"chr15"	68199072.25	15
"ADAT1"	0.0999692644164036	2.35167275209999	"DIS3L2"	"chr16"	75617827.25	16
"TUSC2"	0.0999639330672665	2.35146493119061	"DIS3L2"	"chr3"	50327968.5	3
"UBXN10"	0.0999407187684172	2.35056012711562	"DIS3L2"	"chr1"	20190713.25	1
"BRINP2"	-0.0999379239456024	2.3504512078175	"DIS3L2"	"chr1"	177257293	1
