"gene"	"gene_cor"	"DICER1_p"	"gene_selected"	"genome_alignment"	"avg_pos"	"chromosome_name"
"ATP5PB"	"-0.103157560851437"	2.47765977249167	"DICER1"	"chr1"	111454270.25	1
"PWWP2A"	"0.103145066216561"	2.47715938782293	"DICER1"	"chr5"	160106666.75	5
"EEF1AKMT3"	"-0.10312426058471"	2.47632628103017	"DICER1"	"chr12"	57772807.25	12
"CBARP"	"-0.103119120830996"	2.47612049551219	"DICER1"	"chr19"	1235014.75	19
"ERC2"	"-0.103083287285248"	2.474686038192	"DICER1"	"chr3"	56330676	3
"GMNN"	"-0.103078817611248"	2.47450714234706	"DICER1"	"chr6"	24781967.25	6
"MED13L"	"0.10379769952671"	2.47238490605314	"DICER1"	"chr12"	116010113.75	12
"PLBD1"	"-0.10302383770523"	2.47230715567379	"DICER1"	"chr12"	14559885.25	12
"TUB"	"-0.102840568311238"	2.46498107710219	"DICER1"	"chr11"	8090368.5	11
"BRD9"	"0.103572320444399"	2.46344317260352	"DICER1"	"chr5"	887990	5
"IMPG1"	"-0.102800810823887"	2.46339328530537	"DICER1"	"chr6"	76012710	6
"KIF26A"	"-0.102791765729879"	2.46303212616593	"DICER1"	"chr14"	104155857.5	14
"DNER"	"-0.102760724161401"	2.46179288456434	"DICER1"	"chr2"	229620676.75	2
"BRAF"	"0.102758151170084"	2.46169018011461	"DICER1"	"chr7"	140871059.75	7
"ATP5F1B"	"-0.102711147385231"	2.45981435122942	"DICER1"	"chr12"	56645387.5	12
"NDUFS6"	"-0.102648215292249"	2.45730401602543	"DICER1"	"chr5"	1801488.25	5
"EIF4EBP1"	"-0.102501864383009"	2.45147127880451	"DICER1"	"chr8"	38039437	8
"INTS9"	"-0.102465659413518"	2.45002945815283	"DICER1"	"chr8"	28808869.5	8
"STAP2"	"-0.102414077483693"	2.4479760277294	"DICER1"	"chr19"	4333745.75	19
"CEPT1"	"0.102388820775901"	2.44697090639602	"DICER1"	"chr1"	111150834	1
"PAQR3"	"-0.102381011667143"	2.44666017675477	"DICER1"	"chr4"	78938159	4
"FRMPD2"	"-0.102361371058748"	2.44587875429921	"DICER1"	"chr10"	48242853	10
"ILK"	"0.102354546120796"	2.44560724719732	"DICER1"	"chr11"	6609144.25	11
"ASB15"	"-0.102234579818444"	2.44083734448183	"DICER1"	"chr7"	123621786.75	7
"EXOC2"	"0.102210838551453"	2.43989395552344	"DICER1"	"chr6"	621333.75	6
"STXBP3"	"-0.102130484922021"	2.43670240621083	"DICER1"	"chr1"	108771909.25	1
"BORA"	"-0.102112337843068"	2.43598192585343	"DICER1"	"chr13"	72742567	13
"BUB1"	"-0.10287633538335"	2.43593659826255	"DICER1"	"chr2"	110663572	2
"RAE1"	"0.102072534829583"	2.43440204234501	"DICER1"	"chr20"	57361737	20
"SLC45A4"	"0.102013186842353"	2.43204735540948	"DICER1"	"chr8"	141222109.75	8
"PCMT1"	"-0.102012911431373"	2.43203643097419	"DICER1"	"chr6"	149749879.5	6
"KIAA1958"	"-0.101938100735051"	2.4290699361181	"DICER1"	"chr9"	112574654.75	9
"TMEM79"	"-0.10189085489962"	2.42719744707411	"DICER1"	"chr1"	156285482.25	1
"KCND2"	"0.101886069344889"	2.42700782344297	"DICER1"	"chr7"	120274996	7
"GNAS"	"-0.10186137553836"	2.4260294738876	"DICER1"	"chr20"	58840258.5	20
"SEPT9"	"0.1018444340292"	2.42535838259723	"DICER1"	"chr17"	77487019.25	17
"HMOX1"	"0.101764657174137"	2.42219953507557	"DICER1"	"chr22"	35385870.75	22
"IGSF9B"	"0.101725129702983"	2.42063519406316	"DICER1"	"chr11"	133932725	11
"SLC6A16"	"-0.101721167513581"	2.4204784151492	"DICER1"	"chr19"	49310021.5	19
"PDCD6IP"	"0.101711384117325"	2.42009132084401	"DICER1"	"chr3"	33798858.5	3
"SLC16A2"	"-0.102921424823844"	2.41990646732537	"DICER1"	"chrX"	74497949.25	24
"FAM114A1"	"-0.101696443867418"	2.41950025001795	"DICER1"	"chr4"	38888582	4
"EGF"	"-0.101585812820113"	2.4151257577148	"DICER1"	"chr4"	109963612.25	4
"AP1G2"	"-0.101539650089046"	2.41330163727638	"DICER1"	"chr14"	23566872.5	14
"UBXN7"	"0.101496296998021"	2.4115891898841	"DICER1"	"chr3"	196396815.5	3
"SULT1C2"	"-0.101494810590577"	2.41153048794455	"DICER1"	"chr2"	108297445	2
"SNTG1"	"0.101467633906507"	2.41045734334791	"DICER1"	"chr8"	50478089.25	8
"CSTB"	"0.101435224376442"	2.40917788919704	"DICER1"	"chr21"	43775474	21
"MAGEB6"	"-0.10264327963191"	2.40904331426763	"DICER1"	"chrX"	26194115	24
"NUP210"	"0.101411406224832"	2.40823782733783	"DICER1"	"chr3"	13366313	3
"SHISA3"	"-0.101311520248022"	2.40429756744045	"DICER1"	"chr4"	42398210.75	4
"PIRT"	"0.101283450678618"	2.40319089237398	"DICER1"	"chr17"	10825545.3333333	17
"CABP2"	"-0.101241811424437"	2.40154970291225	"DICER1"	"chr11"	67522819	11
"ARHGEF35"	"0.101231042371188"	2.40112534080285	"DICER1"	"chr7"	144187737.25	7
"SETD5"	"-0.101987219662778"	2.40103004608207	"DICER1"	"chr3"	9439367	3
"CCDC51"	"-0.101143678170025"	2.39768412848742	"DICER1"	"chr3"	48433017	3
"POLD4"	"-0.101124873736571"	2.39694376977372	"DICER1"	"chr11"	67353359.75	11
"RAB31"	"0.101103667865761"	2.39610900490912	"DICER1"	"chr18"	9772486	18
"ADNP"	"0.101071907427213"	2.39485904319852	"DICER1"	"chr20"	50893437.3333333	20
"UPF1"	"-0.101811570703527"	2.3941649694403	"DICER1"	"chr19"	18855079.25	19
"ATP5PO"	"-0.101034238459313"	2.39337698357902	"DICER1"	"chr21"	33911588.75	21
"PLEKHS1"	"-0.101028692233282"	2.39315881125107	"DICER1"	"chr10"	113768812.25	10
"MTSS1"	"0.100954627853631"	2.39024632182159	"DICER1"	"chr8"	124579070.25	8
"ZNF146"	"-0.100923534331876"	2.38902415505481	"DICER1"	"chr19"	36236533	19
"GBGT1"	"0.100912075548795"	2.38857383595764	"DICER1"	"chr9"	133155367.5	9
"SNX1"	"-0.100896418900503"	2.38795861586021	"DICER1"	"chr15"	64112354.75	15
"APP"	"-0.100886863743288"	2.3875831910902	"DICER1"	"chr21"	26061382.5	21
"NAGLU"	"0.100866548788386"	2.38678511243496	"DICER1"	"chr17"	42536742.5	17
"CS"	"-0.100852683445652"	2.38624048789107	"DICER1"	"chr12"	56289724	12
"TMEM117"	"-0.100810212737163"	2.38457265755425	"DICER1"	"chr12"	44121980.25	12
"KHDC4"	"-0.100765057626166"	2.38280007240804	"DICER1"	"chr1"	155931038	1
"PSTK"	"0.100756002959143"	2.38244470931349	"DICER1"	"chr10"	122981115	10
"SSX7"	"-0.101932117158051"	2.38138349727111	"DICER1"	"chrX"	52652785.5	24
"TADA1"	"0.10141789113509"	2.37881534056999	"DICER1"	"chr1"	166868044.5	1
"GNLY"	"-0.100642765408422"	2.37800285964531	"DICER1"	"chr2"	85695701.75	2
"IQCD"	"-0.100604129496565"	2.37648831112838	"DICER1"	"chr12"	113207871.5	12
"IFRD1"	"0.100581090385141"	2.37558540324138	"DICER1"	"chr7"	112456730	7
"ZNF774"	"0.100550671698488"	2.37439356013621	"DICER1"	"chr15"	90358580	15
"ZC3HC1"	"0.100482750924069"	2.3717334542499	"DICER1"	"chr7"	130037168.5	7
"DDX19B"	"-0.100451185137726"	2.37049771061457	"DICER1"	"chr16"	70321771.3333333	16
"TCEAL6"	"-0.102280174758134"	2.36721368685526	"DICER1"	"chrX"	102141151.5	24
"PACS1"	"-0.100358620592355"	2.36687589678553	"DICER1"	"chr11"	66143773.75	11
"LRP4"	"-0.100356054409127"	2.3667755294187	"DICER1"	"chr11"	46892879.75	11
"ARHGAP35"	"-0.101094346829745"	2.36623855620893	"DICER1"	"chr19"	46919009.75	19
"FAM104A"	"0.100324992636053"	2.36556083040819	"DICER1"	"chr17"	73232179	17
"TEAD1"	"0.100321943622416"	2.36544161333252	"DICER1"	"chr11"	12822093.75	11
"TPTE2"	"-0.100233887819022"	2.3619999539765	"DICER1"	"chr13"	19476161	13
"GABRA2"	"-0.100128533492837"	2.35788558823008	"DICER1"	"chr4"	46341534.6	4
"NEDD4L"	"0.100081261221915"	2.35604068658205	"DICER1"	"chr18"	58331115.25	18
"POP7"	"0.100070000924143"	2.3556013394831	"DICER1"	"chr7"	100706871.5	7
"RXFP3"	"0.100065752774567"	2.35543559890873	"DICER1"	"chr5"	33937128.25	5
"DBN1"	"0.100064731391955"	2.35539575080145	"DICER1"	"chr5"	177465569	5
"EEFSEC"	"0.100044694144843"	2.3546140903903	"DICER1"	"chr3"	128263442.25	3
"SLC38A11"	"-0.100039186094428"	2.35439924282145	"DICER1"	"chr2"	164938032.5	2
"PDPK1"	"0.100025206928348"	2.35385401558299	"DICER1"	"chr16"	2576060	16
"RGS11"	"0.100009670894983"	2.35324814271445	"DICER1"	"chr16"	274492	16
"ANAPC1"	"-0.0999576070538714"	2.35121834967177	"DICER1"	"chr2"	111848898.25	2
"PTK2"	"0.0999333827636684"	2.35027423531297	"DICER1"	"chr8"	140831715.5	8
"GPR156"	"0.0999228460207417"	2.34986363884798	"DICER1"	"chr3"	120185544.5	3
"RAB21"	"0.0998792908134866"	2.34816677038009	"DICER1"	"chr12"	71762736.25	12
"XAGE3"	"-0.101071682089683"	2.34813894863792	"DICER1"	"chrX"	52866952.25	24
"GGT5"	"-0.0998041367000118"	2.3452403296575	"DICER1"	"chr22"	24235745	22
"KRT16"	"0.099744639700285"	2.34292490253657	"DICER1"	"chr17"	41611627	17
"DPH5"	"0.0997057274456975"	2.34141120542263	"DICER1"	"chr1"	101021502	1
"TBC1D7"	"-0.099643704477319"	2.33899954086343	"DICER1"	"chr6"	13323507	6
"ETFBKMT"	"-0.0996427245194146"	2.33896144706801	"DICER1"	"chr12"	31663137.25	12
"ELAVL2"	"0.0996290683636247"	2.33843062620835	"DICER1"	"chr9"	23739228.25	9
"RNF17"	"-0.100369351949679"	2.33818185581944	"DICER1"	"chr13"	24784746.5	13
"ZNF333"	"-0.0996108631635026"	2.33772307882749	"DICER1"	"chr19"	14705178.5	19
"NIPSNAP2"	"-0.0995833161408488"	2.33665267079609	"DICER1"	"chr7"	55976440.75	7
"SERPINI1"	"0.0995505965148698"	2.33538159766	"DICER1"	"chr3"	167790443.5	3
"FAM49B"	"-0.0995370983853247"	2.33485733428001	"DICER1"	"chr8"	129869456	8
"UXT"	"-0.101417130469734"	2.33420069069385	"DICER1"	"chrX"	47658638.25	24
"COL4A6"	"-0.100594101479288"	2.32979104888968	"DICER1"	"chrX"	108197747.75	24
"CD6"	"-0.0994063508111332"	2.32978228559017	"DICER1"	"chr11"	61008925.75	11
"CUTC"	"-0.0993246726006808"	2.32661479116855	"DICER1"	"chr10"	99736925.25	10
"YY1"	"0.100055239023997"	2.3260796761943	"DICER1"	"chr14"	100239416.75	14
"SORCS2"	"0.0992408460096443"	2.32336629771592	"DICER1"	"chr4"	7522471	4
"SYT9"	"0.0992206101151299"	2.32258245679365	"DICER1"	"chr11"	7303217.75	11
"ZNF14"	"-0.0991804037086359"	2.32102546010766	"DICER1"	"chr19"	19713340	19
"DYDC1"	"-0.099142094364463"	2.31954242922466	"DICER1"	"chr10"	80352547	10
"CLPP"	"-0.0991278802419182"	2.3189922968459	"DICER1"	"chr19"	6361734.25	19
"ZNF592"	"0.0991227558853283"	2.31879398425529	"DICER1"	"chr15"	84783115	15
"AMER2"	"-0.0990804022820474"	2.3171552353779	"DICER1"	"chr13"	25171408	13
"TEDC1"	"0.0990744887038986"	2.31692647437701	"DICER1"	"chr14"	105492425.75	14
"CCDC47"	"0.0990694699753687"	2.31673233891386	"DICER1"	"chr17"	63764855.5	17
"STAR"	"-0.0990152351553437"	2.31463495283758	"DICER1"	"chr8"	38148101.5	8
"POLR1B"	"-0.0997483023540401"	2.31428533996258	"DICER1"	"chr2"	112555517.25	2
"KDM4D"	"-0.0997313931250381"	2.31363648703116	"DICER1"	"chr11"	94997704.5	11
"SFTPA1"	"-0.0989811614928162"	2.31331774735122	"DICER1"	"chr10"	79612162.2	10
"DNAJC30"	"-0.0989721301658048"	2.31296868300128	"DICER1"	"chr7"	73683188.5	7
"TCEA3"	"0.0989352057365519"	2.31154182228963	"DICER1"	"chr1"	23412273	1
"DOT1L"	"0.0996754434484985"	2.31149021650259	"DICER1"	"chr19"	2200864.5	19
"GAS7"	"-0.098918338307"	2.31089017011672	"DICER1"	"chr17"	9942810.25	17
"TRABD2A"	"-0.0988988948741853"	2.31013911501161	"DICER1"	"chr2"	84870474.75	2
"TIMM44"	"-0.0988761067804062"	2.30925902384822	"DICER1"	"chr19"	7937121.33333333	19
"LSM12"	"0.0988557776446633"	2.30847404544394	"DICER1"	"chr17"	44058635	17
"SRGAP1"	"-0.09882833702154"	2.30741468646272	"DICER1"	"chr12"	64069409.75	12
"PBX2"	"0.0987921699225893"	2.30601882114779	"DICER1"	"chr6"	32188312.75	6
"BMP6"	"0.0987831349800725"	2.30567018660917	"DICER1"	"chr6"	7786283.25	6
"INCENP"	"-0.0994760411755361"	2.30384936885112	"DICER1"	"chr11"	62129185.75	11
"ARPC4"	"0.0987130609159123"	2.30296713811482	"DICER1"	"chr3"	9799997.25	3
"ADSSL1"	"-0.0986711481874722"	2.30135117219944	"DICER1"	"chr14"	104734608.25	14
"ZNF777"	"0.0986642633830558"	2.30108578118082	"DICER1"	"chr7"	149454427.75	7
"RBMX2"	"-0.0997897444119227"	2.29905707038911	"DICER1"	"chrX"	130408101.75	24
"OR5M8"	"-0.0985825456363379"	2.29793698498798	"DICER1"	"chr11"	56491200.5	11
"CEL"	"0.0985584361602748"	2.29700840981579	"DICER1"	"chr9"	133067760	9
"NF1"	"-0.0985512270267675"	2.29673078806116	"DICER1"	"chr17"	31151166.25	17
"TPM2"	"-0.0985268417626248"	2.29579184664187	"DICER1"	"chr9"	35687594	9
"AGTR2"	"-0.0996983235942846"	2.29557728340365	"DICER1"	"chrX"	116172475	24
"HEATR3"	"0.0984983184185299"	2.29469382222306	"DICER1"	"chr16"	50071742	16
"PSMC1"	"0.0984968849652613"	2.29463864767746	"DICER1"	"chr14"	90262159.25	14
"TCEAL9"	"-0.0996570005773048"	2.29400528236528	"DICER1"	"chrX"	103357754	24
"ADAMTS19"	"-0.0984684832520302"	2.2935455885484	"DICER1"	"chr5"	129478137.25	5
"CNTNAP1"	"0.0983660730765498"	2.28960649626559	"DICER1"	"chr17"	42687559.25	17
"ZMYND10"	"-0.0983647672883484"	2.28955629315826	"DICER1"	"chr3"	50344063	3
"STK24"	"-0.0983630376242433"	2.2894897943415	"DICER1"	"chr13"	98511599	13
"ASH2L"	"-0.0990393577198565"	2.28716184008458	"DICER1"	"chr8"	38119069	8
"OR9A4"	"0.0982820500668361"	2.28637725586089	"DICER1"	"chr7"	141919060	7
"ATP5PD"	"-0.0982627989745266"	2.2856377135257	"DICER1"	"chr17"	75042473	17
"TUBA3C"	"-0.0982129726282303"	2.28372417775199	"DICER1"	"chr13"	19178435.5	13
"CHD1"	"0.0989398806339546"	2.28336915810581	"DICER1"	"chr5"	98897161.75	5
"CDC26"	"-0.0981618706544532"	2.28176251184482	"DICER1"	"chr9"	113269925.25	9
"SYBU"	"0.0981462781850044"	2.28116413253991	"DICER1"	"chr8"	109581999.75	8
"NEK7"	"-0.0981426997579774"	2.2810268176321	"DICER1"	"chr1"	198247961.25	1
"SAMD9L"	"-0.098116569055437"	2.28002423401944	"DICER1"	"chr7"	93134734.25	7
"MTIF3"	"-0.0980146265010705"	2.27611507341067	"DICER1"	"chr13"	27440111.5	13
"DLG3"	"-0.0991453501572411"	2.27458725497239	"DICER1"	"chrX"	70492300.5	24
"STAB2"	"-0.0978915276687431"	2.27139925253199	"DICER1"	"chr12"	103627145.5	12
"HEMGN"	"-0.0978641013530509"	2.27034925901305	"DICER1"	"chr9"	97934611.25	9
"MAGEB1"	"-0.099021490665305"	2.26989938151882	"DICER1"	"chrX"	30250668	24
"STOML2"	"-0.0978099745732741"	2.26827779548891	"DICER1"	"chr9"	35102373.75	9
"KCTD5"	"-0.0977835348448373"	2.26726628622974	"DICER1"	"chr16"	2689361.5	16
"RPL8"	"0.0977675164690625"	2.26665358167394	"DICER1"	"chr8"	144791919.333333	8
"TUBA1C"	"-0.0977600216372072"	2.26636693290302	"DICER1"	"chr12"	49270503	12
"TMEM247"	"0.0977349517853232"	2.265408242451	"DICER1"	"chr2"	46480105.25	2
"GOLGA4"	"0.0977168486634591"	2.26471609521431	"DICER1"	"chr3"	37280799	3
"ZSWIM5"	"0.0976862629676672"	2.26354694229832	"DICER1"	"chr1"	45087892.75	1
"AMMECR1"	"-0.0988288194660245"	2.26261702151964	"DICER1"	"chrX"	110265836.75	24
"ZCCHC12"	"-0.0995082748102795"	2.26203458398085	"DICER1"	"chrX"	118825397	24
"TAAR1"	"0.0976219150693829"	2.26108822966913	"DICER1"	"chr6"	132645721	6
"HNRNPH2"	"-0.0987290644518185"	2.25885134271221	"DICER1"	"chrX"	101412573.666667	24
"SLC38A4"	"-0.0975174866629998"	2.25710098667525	"DICER1"	"chr12"	46783584.5	12
"PAXIP1"	"0.0982464648921895"	2.25702209619247	"DICER1"	"chr7"	154995895.5	7
"ZNF479"	"-0.0974879464012596"	2.25597375090151	"DICER1"	"chr7"	57124168.4	7
"ABCB8"	"0.0974649657715119"	2.25509702692094	"DICER1"	"chr7"	151034941.75	7
"CDT1"	"-0.0974487369820966"	2.25447799532216	"DICER1"	"chr16"	88804972	16
"ZDHHC15"	"-0.0986082933505628"	2.25429665245327	"DICER1"	"chrX"	75500096.75	24
"VMA21"	"0.0985809090506905"	2.25326455666085	"DICER1"	"chrX"	151398933	24
"PLEKHF1"	"0.0974060882575004"	2.25285161840031	"DICER1"	"chr19"	29674091.5	19
"CENPE"	"-0.0973940154069902"	2.25239133926241	"DICER1"	"chr4"	103169314	4
"CADM1"	"0.0973906399306019"	2.25226265742093	"DICER1"	"chr11"	115436125.25	11
"SDR39U1"	"0.0973822226073597"	2.2519417839226	"DICER1"	"chr14"	24441464.25	14
"PIR"	"-0.0985441667048448"	2.25188014543652	"DICER1"	"chrX"	15480462.25	24
"UBE2E2"	"0.0973672391579479"	2.25137066401361	"DICER1"	"chr3"	23281539	3
"CMAS"	"-0.0973351439545148"	2.25014755155367	"DICER1"	"chr12"	22051782	12
"DPYS"	"0.0973033869033019"	2.24893766298603	"DICER1"	"chr8"	104466827.5	8
"MINDY2"	"-0.0972778366375435"	2.24796448571673	"DICER1"	"chr15"	58771836.25	15
"ATP6AP1"	"0.0984175831346061"	2.24711397596551	"DICER1"	"chrX"	154432118.75	24
"MBNL2"	"0.0972064589214935"	2.24524694954153	"DICER1"	"chr13"	97326436.5	13
"ANGPTL7"	"0.0971798855823109"	2.24423566594395	"DICER1"	"chr1"	11191376.5	1
"MED1"	"0.0978863617010983"	2.2434018198426	"DICER1"	"chr17"	39425535.25	17
"CENPI"	"-0.0990022882907202"	2.24310145150003	"DICER1"	"chrX"	101114590.25	24
"KLHL26"	"-0.0971435402398421"	2.24285287609791	"DICER1"	"chr19"	18668113	19
"PRKD3"	"0.0971091964926264"	2.24154664235051	"DICER1"	"chr2"	37296304	2
"GPD1"	"-0.0970870135710458"	2.24070314323583	"DICER1"	"chr12"	50105323.25	12
"FBLN7"	"-0.0970465524346185"	2.23916504175667	"DICER1"	"chr2"	112158509.25	2
"C1orf87"	"0.0970446351279616"	2.23909217020913	"DICER1"	"chr1"	60064477.25	1
"MRPS30"	"-0.0970442695033433"	2.23907827396276	"DICER1"	"chr5"	44809149.5	5
"IRAK1BP1"	"-0.0970412570374745"	2.23896378126384	"DICER1"	"chr6"	78867746.5	6
"PASD1"	"-0.0981899929627162"	2.23855776884801	"DICER1"	"chrX"	151647452.25	24
"NF2"	"-0.0969602884503556"	2.23588759481213	"DICER1"	"chr22"	29612256.75	22
"ARIH2"	"-0.0969468068416307"	2.23537560856254	"DICER1"	"chr3"	48946905.5	3
"ST8SIA2"	"0.0969265242650651"	2.23460545821502	"DICER1"	"chr15"	92433265	15
"CPLX1"	"0.0969142377670434"	2.23413899372948	"DICER1"	"chr4"	800521.75	4
"SPAM1"	"0.096848569384758"	2.2316467038942	"DICER1"	"chr7"	123953906.75	7
"SRRM1"	"-0.0975687939879625"	2.23142564370161	"DICER1"	"chr1"	24649320	1
"C1QBP"	"-0.0975659296808038"	2.2313177747465	"DICER1"	"chr17"	5438536.75	17
"YBX2"	"-0.0975626532761318"	2.23119438961712	"DICER1"	"chr17"	7293420	17
"IL17RE"	"-0.0967837622492473"	2.22918850597547	"DICER1"	"chr3"	9904131	3
"ING4"	"-0.0974692388214594"	2.22767800236872	"DICER1"	"chr12"	6657718.33333333	12
"CPD"	"0.0967383075973602"	2.22746519952833	"DICER1"	"chr17"	30428025.25	17
"PHEX"	"-0.0978251109138919"	2.22487521669396	"DICER1"	"chrX"	22095134.75	24
"PRMT5"	"0.0973331061195575"	2.22255869551431	"DICER1"	"chr14"	22926575.5	14
"PRRG1"	"-0.097748094425584"	2.22199273524755	"DICER1"	"chrX"	37411162.75	24
"COG2"	"0.0965622693004972"	2.22079759911209	"DICER1"	"chr1"	230670202.75	1
"WBP1L"	"-0.0965580712191868"	2.22063871890896	"DICER1"	"chr10"	102802263.75	10
"NPHP4"	"-0.0965530178137988"	2.22044747595464	"DICER1"	"chr1"	5959248.75	1
"ZBTB39"	"-0.0964987786849925"	2.21839536437034	"DICER1"	"chr12"	57004310.5	12
"PTRH1"	"-0.0964879951403304"	2.21798749056301	"DICER1"	"chr9"	127715445.5	9
"INTS5"	"0.0964878306040672"	2.21798126748814	"DICER1"	"chr11"	62649485.25	11
"POLR2G"	"-0.0972105131195649"	2.21795374595527	"DICER1"	"chr11"	62762418.75	11
"GBP3"	"0.0964717821755427"	2.21737432856949	"DICER1"	"chr1"	89015147	1
"CCDC155"	"0.0963675998515665"	2.21343631547837	"DICER1"	"chr19"	49395540.25	19
"DDX28"	"-0.0963330251948284"	2.21213021627887	"DICER1"	"chr16"	68023033.75	16
"EDA"	"-0.0974703268732466"	2.21161277679202	"DICER1"	"chrX"	69616393.25	24
"PCDH11X"	"-0.097442708585745"	2.21058207138842	"DICER1"	"chrX"	91867167.75	24
"OR13C2"	"-0.0962807429570308"	2.21015594595579	"DICER1"	"chr9"	104605277.75	9
"TMEM176A"	"0.0962642884726235"	2.20953478313893	"DICER1"	"chr7"	150802247	7
"NDST1"	"0.0962369251679087"	2.20850200742343	"DICER1"	"chr5"	150524750	5
"MYO9B"	"-0.0962351838548674"	2.20843629329991	"DICER1"	"chr19"	17169713.25	19
"PHB"	"-0.0969540938628924"	2.20833780055121	"DICER1"	"chr17"	49411754.5	17
"XG"	"0.0973429207309886"	2.20686008403304	"DICER1"	"chrX"	2770796	24
"SART3"	"-0.0961579489581476"	2.20552259534851	"DICER1"	"chr12"	108555041	12
"ZNF354B"	"0.0961515500841535"	2.20528128571558	"DICER1"	"chr5"	178883180	5
"TCP1"	"0.0960966554814369"	2.20321169931061	"DICER1"	"chr6"	159782588.5	6
"INS"	"-0.0960931756422753"	2.20308053929521	"DICER1"	"chr11"	2160895.5	11
"AMBRA1"	"-0.0960882904747547"	2.20289641726684	"DICER1"	"chr11"	46546706.75	11
"TYRP1"	"0.096063054270504"	2.20194539056113	"DICER1"	"chr9"	12694916.25	9
"CENPK"	"-0.0967494958878412"	2.20068063204133	"DICER1"	"chr5"	65541129.75	5
"IL36RN"	"-0.0959881391230464"	2.19912345740548	"DICER1"	"chr2"	113061834.25	2
"PGPEP1"	"-0.0959645963471183"	2.19823702356323	"DICER1"	"chr19"	18348689.75	19
"TDRD12"	"-0.096649960332799"	2.19696042214655	"DICER1"	"chr19"	32746763.5	19
"VPS29"	"0.0958642128369206"	2.19445944258126	"DICER1"	"chr12"	110496116.25	12
"RIC8A"	"0.0958090693706242"	2.19238573477451	"DICER1"	"chr11"	209094.25	11
"SLC26A10"	"-0.0957764884842442"	2.19116098239496	"DICER1"	"chr12"	57621058.5	12
"TARS"	"0.0957435952213924"	2.18992484469425	"DICER1"	"chr5"	33456714.75	5
"KSR2"	"-0.0957204213930905"	2.18905418149264	"DICER1"	"chr12"	117809591	12
"METTL21C"	"-0.0956845523082594"	2.18770689647331	"DICER1"	"chr13"	102691662.75	13
"PHTF2"	"-0.0956771909337984"	2.18743044737288	"DICER1"	"chr7"	77906858.25	7
"SLC7A1"	"0.0956595111462924"	2.18676657395609	"DICER1"	"chr13"	29526717.5	13
"GRK4"	"0.0956538790197962"	2.18655511021167	"DICER1"	"chr4"	3001243.25	4
"ALG6"	"0.0956270123890676"	2.18554652087013	"DICER1"	"chr1"	63400991	1
"FAM53B"	"0.0956191814071062"	2.18525258619965	"DICER1"	"chr10"	124688248.5	10
"FOLR2"	"0.0956188613095573"	2.18524057182144	"DICER1"	"chr11"	72221026.5	11
"THAP3"	"0.0956007142413513"	2.18455950459197	"DICER1"	"chr1"	6627703.5	1
"RASGEF1A"	"-0.0955775069610524"	2.18368868459499	"DICER1"	"chr10"	43202530.5	10
"FEZ1"	"0.0955659421755931"	2.18325479924885	"DICER1"	"chr11"	125489722.25	11
"ZNF92"	"-0.0955486191990102"	2.18260496220345	"DICER1"	"chr7"	65393820.5	7
"UNC5D"	"-0.095546860100083"	2.18253897866877	"DICER1"	"chr8"	35638727.5	8
"CHD4"	"0.0962264152743796"	2.18116635800672	"DICER1"	"chr12"	6599450.25	12
"AAMP"	"0.0955060308663218"	2.18100776861645	"DICER1"	"chr2"	218269415	2
"EHD3"	"-0.0954950117915255"	2.18059461733424	"DICER1"	"chr2"	31244917.75	2
"LY6G5B"	"0.0954927921028263"	2.18051139677716	"DICER1"	"chr6"	31671166.25	6
"YIF1A"	"-0.0954923370975748"	2.18049433792444	"DICER1"	"chr11"	66288307.5	11
"OR2W3"	"0.0954693711758777"	2.17963339907574	"DICER1"	"chr1"	247895729	1
"XRN2"	"0.0954163814472941"	2.17764760502519	"DICER1"	"chr20"	21324573.25	20
"BRD4"	"0.0961121046518001"	2.1769137452274	"DICER1"	"chr19"	15272954.75	19
"RPE65"	"0.0960935989423819"	2.17622569272267	"DICER1"	"chr1"	68442471.5	1
"SLC28A2"	"-0.0953376972739776"	2.17470062732353	"DICER1"	"chr15"	45262495.25	15
"SLC36A3"	"0.0953127697548159"	2.17376743895067	"DICER1"	"chr5"	151290118	5
"TFAM"	"-0.0953053541552888"	2.17348986779668	"DICER1"	"chr10"	58386546.25	10
"A4GNT"	"0.0952770120017681"	2.17242916885082	"DICER1"	"chr3"	138129515	3
"TMEM100"	"0.0952600671370885"	2.17179513815542	"DICER1"	"chr17"	55720940.5	17
"MTAP"	"0.0952008560444304"	2.16958036763738	"DICER1"	"chr9"	21813655.5	9
"DTWD1"	"0.0951754641420733"	2.16863094829143	"DICER1"	"chr15"	49628743.25	15
"FAM20C"	"0.0951667505403784"	2.16830519044064	"DICER1"	"chr7"	197986.75	7
"TMEM35A"	"-0.0962815662845502"	2.16747241810842	"DICER1"	"chrX"	101086874.5	24
"MPL"	"0.0951367291225426"	2.16718303294551	"DICER1"	"chr1"	43338975.5	1
"CNOT7"	"-0.095114231642484"	2.16634230522624	"DICER1"	"chr8"	17242165.25	8
"DEPDC5"	"-0.0950871224256096"	2.16532946036561	"DICER1"	"chr22"	31774567.25	22
"APLP2"	"0.0950550876634857"	2.16413290296623	"DICER1"	"chr11"	130104504	11
"TSEN34"	"0.095026536531584"	2.1630667521647	"DICER1"	"chr19"	54191599	19
